Prompt: Summarize the business model from the following text. Answer with a continuous text and with fivehundredtwelve tokens at max. Set your focus on sources of revenue , the intended customer base , products , distribution channels  and details of financing . Use only information from the following text

ITEM 1.            BUSINESS

We are a diversified television broadcasting company with national reach and a strong focus on using our spectrum to bring together content providers, advertisers, and consumers on various platforms.  The content, distributed through our broadcast platform, consists of programming provided by third-party networks and syndicators, local news, our own networks, and other original programming produced by us.  We also distribute our original programming, and owned and operated networks, on other third-party platforms.  Additionally, we own digital and internet media products that are complementary to our extensive portfolio of television station related digital properties. We focus on offering marketing solutions to advertisers through our television and digital platforms and digital agency services. Outside of our media related businesses, we operate technical services companies focused on supply and maintenance of broadcast transmission systems as well as research and development for the advancement of broadcast technology, and we manage other non-media related investments.
Broadcast
As of December 31, 2018, our broadcast distribution platform consists primarily of our broadcast television stations. We own, provide programming and operating services pursuant to local marketing agreements (LMAs), or provide sales services and other non-programming operating services pursuant to other outsourcing agreements (such as JSAs and SSAs) to 191 stations in 89 markets. These stations broadcast 605 channels, including 240 channels affiliated with primary networks or program service providers comprised of:  FOX (59), ABC (41), CBS (30), NBC (24), CW (47), and MyNetworkTV (MNT) (39).  The other 365 channels broadcast programming from Antenna TV, Azteca, Bounce Network, CHARGE!, Comet, Estrella TV, Get TV, Grit, Me TV, Movies!, Nevada Sports Network, Stadium, TBD, Telemundo, This TV, Unimas, Univision, Weather, and two channels broadcasting independent programming.  For the purpose of this report, these 191 stations and 605 channels are referred to as “our” stations and channels.  Refer to our Television Markets and Stations table later in this Item 1. for more information.
Our broadcast segment provides free over-the-air programming to television viewing audiences in the communities we serve through our local television stations.  The programming that we provide on our primary channels consists of network provided programs, locally-produced news, local sporting events, programming from program service arrangements, syndicated entertainment programs, and internally originated programming provided by our other media subsidiaries. We provide live, local sporting events on many of our stations by acquiring the local television broadcast rights for these events.  
We are the nation's largest producer of local news. We produce approximately 2,500 hours of news per week at 126 stations in 85 markets. During 2018, our stations were awarded with 338 journalism awards, including two National Edward R. Murrow awards.

Our broadcast segment derives revenue primarily from the sale of advertising inventory on our television stations and fees received from MVPDs for the right to distribute our channels on their distribution platforms.  We also earn revenues by providing digital content to non-linear devices via websites, mobile, and social media advertisements. Our objective is to meet the needs of our advertising customers by delivering significant audiences in key demographics.  Our strategy is to achieve this objective by providing quality local news programming, popular network, syndicated and live sports programs, and other original content to our viewing audience.  We attract most of our national television advertisers through national marketing representation firms which have offices in New York City, Los Angeles, Chicago, and Atlanta.  Our local television advertisers are attracted through the use of a local sales force at each of our television stations, which is comprised of approximately 700 marketing consultants and 100 local sales managers company-wide.
Our operating results are subject to cyclical fluctuations from political advertising.  Political spending has been significantly higher in the even-number years due to the cyclicality of political elections.  In addition, every four years, political spending is typically elevated further due to the advertising related to the presidential election.  Because of the political election cyclicality, there has been a significant difference in our operating results when comparing even-numbered years’ performance to the odd numbered years’ performance.  Additionally, our operating results are impacted by the number and importance of individual political races and issues discussed on a national level as well as those within the local communities we serve.  We believe political advertising will continue to be a strong advertising category in our industry. Political advertising levels may increase further as political-activism, around social, political, economic and environmental causes, continues to draw attention and Political Action Committees (PACs), including so-called Super PACs, continue to increase spending.
Owned Networks and Content
We own and operate various networks carried on distribution platforms owned by us or others including: Comet, our science fiction multicast network; CHARGE!, our adventure and action-based emerging network, which launched in February 2017; and TBD, the first multiscreen TV network in the U.S. market to bring premium internet-first content to TV homes across America, which launched in February 2017. 
We also own and operate Tennis Channel, a cable network which includes coverage of many of tennis' top tournaments and original professional sport and tennis lifestyle shows, and Tennis Magazine, the sport’s largest print publication, and Tennis.com (collectively, Tennis), the most visited online tennis platform in the world.
In February 2019, we announced a joint venture with the Chicago Cubs (Cubs) that will own and operate Marquee Sports Network, a regional sports network based in Chicago, Illinois. Marquee will be the Chicago-region’s exclusive network for fans to view live Cubs games beginning with the 2020 Major League Baseball season and will also feature exclusive Cubs content and other local sports programming. 
Our internally developed content, in addition to our local news, includes Ring of Honor (ROH), our professional wrestling promotion, and Full Measure with Sharyl Attkisson (Full Measure), our national Sunday morning investigative and political analysis program.
Also, we have an investment in Stadium, a network that brings together professional sports highlights and college games. 
Digital and Internet
 We earn revenues from Compulse Integrated Marketing (Compulse), a full service digital agency which uses our digital expertise to help businesses run social media, search, advertising, email marketing, web design, mobile marketing and creative services, and audience extension, and navigate and compete in a world of constant innovation and changes in consumer behavior. In August 2018, Compulse expanded its business with the launch of CompulseOTT, a new over-the-top advertising platform exclusively focused on OTT advertising.
DataSphere Technologies, acquired in June 2017, provides marketing services to small businesses across the country and works in partnership with multiple media companies, including Sinclair. 
 Our digital and internet content includes Circa, a national digital news operation offering video-rich news and entertainment tailored for mobile devices and aimed at the younger demographic; NewsON, a free, ad-supported app that provides instant access to live or on-demand local news broadcasts; and STIRR, a new national OTT streaming service which offers live and on-demand content spanning entertainment, sports, and news which launched in January 2019.
Sinclair Digital Ventures focuses on investment in emerging digital technologies, ad tech, and digital content companies that support, compliment, or expand the Company's businesses. 
Technical Services
We own subsidiaries which are dedicated to providing technical services to the broadcast industry, including: Acrodyne Technical Services, a provider of service and support for broadcast transmitters throughout the world; Dielectric, a designer and manufacturer of broadcast systems including all components from transmitter output to antenna; ONE Media, a technology innovator at the forefront of developing industry standards and related technologies for ATSC 3.0, a next generation (NextGen) broadcast standard encompassing a flexible and enhanced vision for broadcasting; and ONE Media 3.0, a wholly-owned subsidiary whose purpose is to develop business opportunities, products, and services associated with the NextGen broadcast transmission standard and TV platform. 
Non-media Investments
We own various non-media related investments across multiple asset classes including private equity, mezzanine financing, and real estate investments. Some of the largest investments include: Triangle Sign and Service (Triangle), a sign designer and fabricator; Jefferson Park, a mixed-use land development project in Frederick, MD; investments in sustainability initiatives; and a portfolio of apartment complexes.
Corporate Information
We are a Maryland corporation formed in 1986.  Our principal offices are located at 10706 Beaver Dam Road, Hunt Valley, Maryland 21030.  Our telephone number is (410) 568-1500 and our website address is www.sbgi.net.  The information contained on, or accessible through, our website is not part of this annual report on Form 10-K and is not incorporated herein by reference.
Television Markets and Stations

As of December 31, 2018, we own and operate or provide programming and/or sales and other shared services to television stations in the following 89 markets:
 
Market | Market Rank (a) | Number of Channels | Stations | NetworkAffiliation (b)
Attract and Retain High Quality Management.  We believe that much of our success is due to our ability to attract and retain highly skilled and motivated managers at both the corporate and local station levels.  We provide a combination of base salary, long-term incentive compensation including equity awards and, where appropriate, cash bonus pay designed to be competitive with comparable employers in the television broadcast industry.  A significant portion of the compensation available to certain members of our senior management and our sales force is based on their achievement of certain performance goals. We also encourage station managers and employees to utilize our diverse station group to grow in their careers while remaining in the Sinclair family of stations via internal promotion and relocation.
Multi-Channel Broadcasting.  FCC rules allow broadcasters to transmit additional digital channels within the spectrum allocated to each FCC license holder. This provides viewers with additional programming alternatives at no additional cost to them. We may consider other alternative programming formats that we could air using our multi-channel digital spectrum space with the goal towards achieving higher profits and community service. As of December 31, 2018, we have 416 multi-channels in our digital spectrum.
Distribution Agreements.  We have distribution agreements with MVPDs, vMVPDs, and OTT distributors who compensate us for the right to retransmit our broadcast signals and owned networks.  Our successful negotiations with MVPDs have created agreements that produce meaningful sustainable revenue streams.
Improvement and Maintenance of Our Distribution Platforms.  Our Acrodyne and Dielectric subsidiaries are leaders in servicing and manufacturing broadcast infrastructure. As a result, we maintain a strong infrastructure through which we provide high quality uninterrupted content on our broadcast stations. These subsidiaries are critical in both the repack of the broadcast spectrum and the buildout of the infrastructure behind the Advanced Television Systems Committee standard 3.0 (ATSC 3.0) for both our stations and other broadcasters.
Developing New Business.  We strive to develop new business models to complement or enhance our traditional television broadcast business.  We have developed new ways to sell online, mobile text messaging, social media advertising, and audience 
extension services along with our traditional commercial broadcasting model.  Additionally, we continue to leverage our national reach to provide new high quality content to our local communities.
We continue to expand our digital distribution platforms through initiatives such as our new video management system, which simplifies and automates our broadcast-to-digital streaming workflow and allows for dynamic replacement of broadcast ads with digital ads targeted to each individual viewer, and allows us to ingest and redistribute content across our platform so that we can break news first. By using a single ad-serving system across all of our web sites, mobile apps, and other digital assets, we are able to streamline our sales workflow, optimize yield, and deliver comprehensive sales opportunities across our digital footprint. Additionally, we are deploying OTT initiatives, such as STIRR, as well as our own content applications. 
Additionally, we have continued to develop business opportunities, products, and services associated with NextGen as discussed under Development of Next Generation Broadcast Platform below.
Strategic Realignment of Media Portfolio.  We routinely review potential media acquisitions, dispositions, and swaps.  At any given time, we may be in discussions with one or more media owners. 
Development of Original Networks and Content. In March 2016, we acquired Tennis. Unlike fully distributed cable networks that are in a declining business, Tennis, with its live tournaments and matches, passionate fan base, and established brand, was under-distributed. With our relationships with the multi-video program distributors (MVPDs) and the attractiveness of Tennis’ following, we have negotiated significant increases in carriage with MVPDs, with more penetration expected. Among the many benefits of the expanded carriage and pairing their content with our broadcast promotional capabilities, are additional MVPD subscriber fees, viewers, and advertising revenues. In March 2017, we acquired Tennis Magazine, the sport’s largest print publication, and Tennis.com, the most visited online tennis platform in the world. These acquisitions complement Tennis Channel and allows us to provide greater and more in depth tennis content to consumers on TV, internet, and print. We have also expanded Tennis Channel's content by obtaining or extending rights to network and OTT streaming coverage of Women's Tennis Association, ATP World Tour 1000s, and ATP World 500s.
We have also launched or announced multicast networks Comet, our science fiction multicast network; CHARGE!, our adventure and action-based emerging network, which launched in February 2017; TBD, the first multiscreen TV network in the U.S. market to bring premium internet-first content to TV homes across America, which launched in February 2017. 
Additionally, in February 2019, we announced Marquee Sports Network, a regional sports network based in Chicago, Illinois as discussed under Original Networks and Content under Item 1. Business.
Digital and Internet.  Our digital properties, Circa, Compulse, Datasphere, and NewsOn are innovative products and extensions of our core broadcast business that allow us to compete for digital, internet, network, and print impressions and revenues. We continue to seek additional opportunities to invest in emerging digital technologies, ad tech, and digital content companies that support and expand Sinclair's digital capabilities and non-linear footprint. 
Also, in January 2019, we launched STIRR a new national OTT streaming service which offers live and on-demand content spanning entertainment, sports, and news.
Development of Next Generation Broadcast Platform. In 2017, the FCC approved the use of ATSC 3.0, a next generation broadcast transmission standard. NextGen is capable of merging broadcast and broadband data services using over-the-air spectrum and Internet-provided data connectivity, allowing a mature broadcast industry to reinvent itself due to its mobility, addressability, capacity, IP connectivity, and conditional access.
NextGen will allow us to use our spectrum for more than just video-formatted data as we do today. As a data-agnostic Internet Protocol (IP) based pipe, we also will be able to distribute any kind of data including text, audio, video, and software. While our one-to-many architecture will remain a strength, we will be able to deliver “the last mile” from program/data origination to the consumer's receiver device across a more robust system, connect legacy ATSC 1.0 televisions to NextGen using hot spots and wi-fi functionality, and provide compatible data-offload service offerings in conjunction with certain 5G platforms. Among the many emerging opportunities are hyper-local news, weather, and traffic; dynamic ad insertion; geographic and demographic-targeted advertising; customizable content; better measurement and analytics; the ability to interface with devices connected to the Internet; flexibility to add streams as needed; substantially enhanced picture quality with immersive audio; connectivity to automobiles, including 3D mapping, telematics and infotainment; data wholesale models; and other content delivery networks. Conditional access capabilities also permits broadcasters to offer secure “skinny-bundle” pay services as well as video-on-demand offerings. In addition, NextGen provides new emergency capabilities, including advanced alerting functions which can provide evacuation routes and device wake-up features. All of these features will be available to mobile devices, allowing us to reach viewers anywhere.
In order to bring this technology to the market, we have partnered with technology leaders to develop broadcasting solutions and services in the U.S. and globally. We have also formed a joint venture with other broadcasters, SpectrumCo, to promote spectrum efficiency and innovation, and aggregate and monetize underutilized spectrum capacity over which to deliver national services and create opportunities such as robust video and data exchange. We continue to work with other NextGen stakeholders to build and test the single frequency network tower infrastructure, develop systems to allow the convergence of NextGen and 5G data delivery, and design NextGen receiver chips for mobile devices. We expect the implementation and adoption of NextGen to occur over the next three years alongside the government’s broadcast spectrum repack. Throughout 2019, we will begin deployment of NextGen capabilities on our own television facilities and in conjunction with other station operators in our markets. When completed, the country will have a lower-cost, world class wireless IP data distribution network capable of supporting multiple business models.
Monetization of Certain Intellectual Property Rights. We have developed, on our own and through our ONE Media, LLC joint venture with Coherent Logix, several ATSC 3.0-related patents that we intend to monetize directly, through third-party agents, or through a patent pool designed to consolidate similar patents owned by independent licensors for licensing to equipment manufacturers.
Other Non-media Investments.  We have sought ways to diversify our business and return additional value to our shareholders through investments in non-media based businesses and real estate. We hold investments in various companies from different industries, including: a sign design and fabrication company; various real estate ventures in developmental land, operating commercial and multi-family residential real estate properties and apartments; investments in sustainability initiatives; and investments in private equity and structured debt / mezzanine financing investment funds. Currently, operating results from our investments represent a small portion of our overall operating results. 
FEDERAL REGULATION OF TELEVISION BROADCASTING
The ownership, operation, and sale of television stations are subject to the jurisdiction of the FCC, which acts under the authority granted by the Communications Act of 1934, as amended (the Communications Act).  Among other things, the FCC assigns frequency bands for broadcasting; determines the particular frequencies, locations, and operating power of stations; issues, renews, revokes, and modifies station licenses; regulates equipment used by stations; adopts and implements regulations and policies that directly or indirectly affect the ownership, operation, and employment practices of stations; and has the power to impose penalties for violations of its rules and regulations of the Communications Act.
The following is a summary of certain provisions of the Communications Act and specific FCC regulations and policies.  Reference should be made to the Communications Act, FCC rules, and the public notices and rulings of the FCC for further information concerning the nature and extent of federal regulation of broadcast stations.
License Grant and Renewal
Television stations operate pursuant to broadcasting licenses that are granted by the FCC for maximum terms of eight years and are subject to renewal upon application to the FCC.  During certain periods when renewal applications are pending, petitions to deny license renewals can be filed by interested parties, including members of the public.
Although historically renewal of a license, including those of the Company, is granted in the vast majority of cases, even when petitions to deny are filed, there can be no assurance that the license of any station will be renewed or, if renewed, that the renewal terms will be for the maximum term permitted.
All of our stations' most recent license renewal applications have been granted for the maximum term permitted. The next television license renewal application cycle will begin on June 1, 2020. On November 26, 2018, the American Cable Association (ACA) filed an informal request with the FCC seeking to require the early filing of renewal applications for the licenses of four of our stations. We filed an opposition to this informal request on December 10, 2018. The matter remains pending, and we cannot predict whether or when the FCC will take action on ACA’s informal request.
Ownership Matters
General.  The Communications Act prohibits the assignment of a broadcast license or the transfer of control of a broadcast licensee without the prior approval of the FCC.  In determining whether to permit the assignment or transfer of control of, or the grant or renewal of, a broadcast license, the FCC considers a number of factors pertaining to the licensee, including compliance with various rules limiting common ownership of media properties, the “character” of the licensee and those persons holding “attributable” interests in that licensee and compliance with the Communications Act’s limitations on foreign ownership.  The FCC has indicated that in order to approve an assignment or transfer of a broadcast license the FCC must make an affirmative determination that the proposed transaction serves the public interest, not merely that the transaction does not violate its rules or shares factual elements with other transactions previously approved by the FCC, and that it may deny a transaction if it determines that the transaction would not be in the public interest.
The FCC generally applies its ownership limits to “attributable” interests held by an individual, corporation, partnership or other association.  In the case of corporations holding, or through subsidiaries controlling, broadcast licenses, the interests of officers, directors and those who, directly or indirectly, have the right to vote 5% or more of the corporation’s stock (or 20% or more of such stock in the case of insurance companies, investment companies and bank trust departments that are passive investors) are generally attributable.  In addition, pursuant to what is known as the equity-debt-plus rule, a major programming supplier or same-market media entity will be an attributable owner of a station if the supplier or same-market media entity holds debt or equity, or both, in the station that is greater than 33% of the value of the station’s total debt plus equity.  Further, the Communications Act generally prohibits foreign parties from having more than a 20% interest (voting or equity) in a broadcast licensee or more than a 25% interest in the parent of that licensee without receiving prior FCC approval to exceed these limits.. Following a Declaratory Ruling in 2013 in which the Commission indicated that it was open to considering proposals for foreign investment in broadcast licenses that exceed the 25% benchmark on a case by case basis, on September 29, 2016, the FCC adopted a Report and Order which among other things, (i) simplified the foreign ownership approval process for broadcast licensees seeking to exceed the 25% benchmark and (ii) modified the methodology a licensee may use to determine compliance with the foreign ownership rules.
Sinclair and its subsidiaries are domestic corporations, and the members of the Smith family (who, as of December 31, 2018, together hold approximately 76.6% of the common voting rights of Sinclair) are all United States citizens.  Our amended and restated Articles of Incorporation (the Amended Certificate) contain limitations on alien ownership and control that are substantially similar to those contained in the Communications Act.  Pursuant to the Amended Certificate, we have the right to repurchase alien-owned shares at their fair market value to the extent necessary, in the judgment of the Board of Directors, to comply with the alien ownership restrictions.
Additional ownership rules as currently in effect are as follows:
Radio / Television Cross-Ownership Rule and Newspaper / Broadcast Cross-Ownership Rule.  Until recently, the FCC’s rules (i) limited the combined number of television and radio stations a party could own in a market to up to two television stations and six radio stations, depending on the number of independent media voices in the market, and (ii) prohibited the common ownership of a radio or television broadcast station and a daily newspaper in the same market.  On November 20, 2017, the FCC released an Order on Reconsideration (Ownership Order on Reconsideration) that, among other changes, eliminated the Radio/Television Cross-Ownership Rule and the Newspaper/Broadcast Cross-Ownership Rule. The rule changes adopted in the Ownership Order on Reconsideration became effective on February 7, 2018. Petitions for Review of the Ownership Order on Reconsideration are currently pending in a consolidated proceeding before the U.S. Court of Appeals for the Third Circuit and Sinclair filed to intervene in the proceeding. We cannot predict the outcome of this proceeding.  We do not currently own any daily newspapers. 
National Ownership Rule.  The national television viewing audience reach cap is 39%.  Under this rule, where an individual or entity has an attributable interest in more than one television station in a market, the percentage of the national television viewing audience encompassed within that market is only counted once.  Additionally, because VHF stations (channels 2 through 13) historically covered a larger portion of the market than UHF stations (channels 14 through 51), only half of the households in the market area of any UHF station are included when calculating an entity’s national television viewing audience (commonly referred to as the UHF discount). On September 6, 2016, the FCC released a Report and Order eliminating the UHF discount (the “UHF Discount Order”), and on April 21, 2017, the Commission released an Order on Reconsideration (the “UHF Discount Order on Reconsideration”) to reinstate the UHF discount pending a future rulemaking to examine the UHF discount together with the national audience reach cap. The UHF discount was reinstated on June 15, 2017 and is currently in effect. A Petition for Review of the UHF Discount Order on Reconsideration was filed in the U.S. Court of Appeals for the D.C. Circuit on May 12, 2017, and was dismissed by the Court on July 25, 2018. On December 18, 2017, the Commission released a Notice of Proposed Rulemaking to examine the national audience reach cap, including the UHF discount. The rulemaking proceeding remains pending. We cannot predict the outcome of the rulemaking proceeding.
The majority of the stations we own and operate, or to which we provide programming services, are UHF.  With the UHF discount, our current reach (for FCC purposes) is approximately 25% of U.S. households.  See Item 1A. Risk Factors for further discussion of the risk related to the outcome of rules governing the UHF discount.
Local Television (Duopoly) Rule.  A party may own television stations in adjoining markets, even if there is a digital noise limited service contour overlap between the two stations’ broadcast signals, and generally may own two stations in the same market only (i) if there is no digital overlap between the stations; or (ii) not more than one station is among the top-four rated stations in the market (the top-four rule). Prior to the Ownership Order on Reconsideration, the FCC did not allow a party to own more than one station in the same market if there was digital overlap between the stations unless the market containing both the stations would contain at least eight independently owned full-power television stations post-merger (the eight voices test). The Ownership Order on Reconsideration eliminated the eight voices test. The Ownership Order on Reconsideration also modified the top-four rule to permit parties to own up to two top-four rated stations in the same market on a case-by-case basis. Both rule changes became effective on February 7, 2018. Petitions for Review of the Ownership Order on Reconsideration, including the changes to the Local Television Rule, are currently pending in a consolidated proceeding before the U.S. Court of Appeals for the Third Circuit. We cannot predict the outcome of this proceeding.
Local Marketing and Outsourcing Agreements
Certain of our stations have entered into agreements with other stations in the same market, through which we provide programming and operating services pursuant to time brokerage or local marketing agreements (LMAs) or provide sales services and other non-programming operating services pursuant to outsourcing agreements, such as joint sales agreements (JSAs) and shared services agreements (SSAs).  LMAs are attributable where a licensee holds an attributable interest in a television station and (i) programs more than 15% of the weekly broadcast hours and/or (ii) sells more than 15% of the weekly advertising time on another television station in the same market. LMAs existing prior to November 5, 1996 are currently grandfathered until further FCC action. Currently, all of our LMAs are grandfathered under the local television ownership rule because they were entered into prior to November 5, 1996. If the FCC were to eliminate the grandfathering of these LMAs, we would have to terminate or modify these LMAs.
In August 2016, the FCC completed both its 2010 and 2014 quadrennial reviews of its media ownership rules and issued an order (Ownership Order) which left most of the existing multiple ownership rules intact, but amended the rules to provide for the attribution of JSAs where two television stations are located in the same market, and a party with an attributable interest in one station sells more than 15% of the advertising time per week of the other station. JSAs existing as of March 31, 2014 were grandfathered until October 1, 2025, at which point they would have to be terminated, amended or otherwise come into compliance with the JSA attribution rule. The subsequent Ownership Order on Reconsideration eliminated the JSA attribution rule. The rule changes adopted in the Ownership Order on Reconsideration became effective on February 7, 2018. Petitions for Review of the Ownership Order on Reconsideration, including the elimination of the JSA attribution rule, are currently pending in a consolidated proceeding before the U.S. Court of Appeals for the Third Circuit. We cannot predict the outcome of this proceeding.  If we are required to terminate or modify our LMAs or JSAs, our business could be adversely affected in several ways, including losses on investments and termination penalties. For more information on the risks, see Changes in rules on local marketing agreements under "The FCC’s multiple ownership rules may limit our ability to operate multiple television stations in some markets and may result in a reduction in our revenue or prevent us from reducing costs.  Changes in these rules may threaten our existing strategic approach to certain television markets." within Item 1A. Risk Factors and Changes in the Rules of Television Ownership, Local Marketing Agreements, Joint Sales Agreements, Retransmission Consent Negotiations, and National Ownership Cap under Note 11. Commitments and Contingencies within the Consolidated Financial Statements for further discussion.
In March 2014, the FCC issued a public notice on the processing of broadcast television applications proposing sharing arrangements and contingent interests.  The public notice indicated that the FCC would closely scrutinize any broadcast assignment or transfer application that proposes that two or more stations in the same market will enter into an agreement to share facilities, employees and/or services or to jointly acquire programming or sell advertising including through a JSA, LMA or similar agreement and enter into an option, right of first refusal, put /call arrangement or other similar contingent interest, or a loan guarantee. In February 2017, the processing guidelines provided in the March 2014 public notice were rescinded by the FCC.
Antitrust Regulation.  The Department of Justice (DOJ) and the Federal Trade Commission have increased their scrutiny of the television industry and have reviewed matters related to the concentration of ownership within markets (including LMAs and outsourcing agreements) even when ownership or the LMA or other outsourcing agreement in question is permitted under the laws administered by the FCC or by FCC rules and regulations.  The DOJ takes the position that an LMA or other outsourcing agreement entered into in anticipation of a station’s acquisition with the proposed buyer of the station constitutes a change in beneficial ownership of the station which, if subject to filing under the Hart-Scott-Rodino Antitrust Improvements Act, cannot be implemented until the waiting period required by that statute has ended or been terminated.
On January 4, 2019, the Company received three civil investigative demands (CIDs) from the Antitrust Division of the DOJ. We believe the DOJ has similar civil investigative demands to other companies in our industry. In each CID, the DOJ requested that the Company produce certain documents and materials relating to JSAs in a specific DMA. We are cooperating and are in discussions with the DOJ regarding our response to the CID. At this time, we are unable to predict the outcome of the CID process, including whether it will result in any action or proceeding against us.
Satellite Carriage
The Satellite Home Viewer Act (SHVA), as extended by The Satellite Home Viewer Improvement Act of 1999 (SHVIA), the Satellite Home Viewer Extension and Reauthorization Act (SHVERA), the Satellite Television Extension and Localism Act of 2010 (STELA) and the Satellite Television Extension and Localism Act Reauthorization (STELAR) among other things, (i) allows satellite carriers to provide local television signals by satellite within a station market, and to carry all local signals in any market where they carry any local signals, (ii) requires all television stations to elect to exercise certain “must-carry” or “retransmission consent” rights in connection with their carriage by satellite carriers, and (iii) authorizes satellite delivery of distant network signals, significantly viewed signals and local low-power television station signals into local markets under defined circumstances.
Must-Carry / Retransmission Consent
Television broadcasters are required to make triennial elections to exercise either certain “must-carry” or “retransmission consent” rights in connection with their carriage by cable systems in each broadcaster’s local market.   By electing to exercise must-carry rights, a broadcaster demands carriage and receives a specific channel on cable systems within its DMA. Must carry rights are not absolute and are dependent on a number of factors which may or may not be present in a particular case.  Alternatively, if a broadcaster chooses to exercise retransmission consent rights, it can prohibit cable systems from carrying its signal or grant the appropriate cable system the authority to retransmit the broadcast signal for a fee or other consideration.  We have elected to exercise our retransmission consent rights with respect to all of our stations. In February 2015, the FCC issued an order implementing certain statutorily required changes to its rules governing the duty to negotiate retransmission consent agreements in good faith. Under these rules, unless the stations are directly or indirectly under common de jure control as permitted under the regulations of the Commission, a station may not delegate authority to negotiate or approve a retransmission consent agreement to a station located in the same market or to a third party that negotiates together with another television station in the same market, nor may stations in the same market facilitate or agree to facilitate coordinated negotiation of retransmission consent terms for their stations in that market, including through the sharing of information.
Further, in September 2015, the FCC released a Notice of Proposed Rulemaking in response to a Congressional directive in STELAR to examine the “totality of the circumstances test” for good-faith negotiations of retransmission consent. The proposed rulemaking sought comment on new factors and evidence to consider in its evaluation of claims of bad faith negotiation, including service interruptions prior to a “marquee sports or entertainment event,” restrictions on online access to broadcast programming during negotiation impasses, broadcasters’ ability to offer bundles of broadcast signals with other broadcast stations or cable networks, and broadcasters’ ability to invoke the FCC’s exclusivity rules during service interruptions. On July 14, 2016, the FCC's then-Chairman Wheeler announced that the FCC would not, at that time, proceed to adopt additional rules governing good faith negotiations of retransmission consent. No formal action has yet been taken on this Proposed Rulemaking, and we cannot predict if the full Commission will agree to terminate the Rulemaking without action.
Network Non-Duplication / Syndicated Exclusivity / Territorial Exclusivity
The FCC’s syndicated exclusivity rules allow local broadcast television stations to demand that cable operators black out syndicated non-network programming carried on “distant signals” (i.e., signals of broadcast stations, including so-called “superstations,” which serve areas substantially removed from the cable systems’ local community).  The FCC’s network non-duplication rules allow local broadcast, network affiliated stations to require that cable operators black out duplicate network programming carried on distant signals.  Both rules are subject to various exceptions and limitations.  In a number of markets in which we own or program stations affiliated with a network, a station that is affiliated with the same network in a nearby market is carried on cable systems in our markets.  Such significantly viewed signals are not subject to black out pursuant to the FCC’s network non-duplication rules.  The carriage of two network stations on the same cable system could result in a decline of viewership, adversely affecting the revenues of our owned or programmed stations.  In March 2014, the FCC issued a Report and Order and Further Notice Of Proposed Rulemaking, requesting comments on whether it has authority to, and should, eliminate or modify its network non-duplication and/or syndicated exclusivity rules.  This proceeding is pending and we cannot predict when or how the FCC will resolve that rulemaking.
Digital Television
FCC rules provide that television broadcast licensees may use their digital television (DTV) channels for a wide variety of services such as HD television, multiple standard definition television programming, audio, data, and other types of communications, subject to the requirement that each broadcaster provide at least one free video channel equal in quality to the current technical standard and further subject to the requirement that broadcasters pay a fee of 5% of gross revenues from any DTV ancillary or supplementary service for which there is a subscription fee or for which the licensee receives a fee from a third party.
Programming and Operations
The Communications Act requires broadcasters to serve the “public interest.”  The FCC has relaxed or eliminated many of the more formalized procedures it had developed in the past to promote the broadcast of certain types of programming responsive to the needs of a station’s community of license.  FCC licensees continue to be required, however, to present programming that is responsive to the needs and interests of their communities and to maintain certain records demonstrating such responsiveness.  Complaints from viewers concerning a station’s programming may be considered by the FCC when it evaluates renewal applications of a licensee, although such complaints may be filed at any time and generally may be considered by the FCC at any time.  Stations also must pay regulatory and application fees and follow various rules promulgated under the Communications Act that regulate, among other things, political advertising, sponsorship identifications, obscene and indecent broadcasts, and technical operations, including limits on radio frequency radiation. In addition, television licensees have obligations to create and follow employment outreach programs, provide a minimum amount of programming for children, comply with rules relating to the emergency alert system (EAS), maintain an online public inspection file, and abide by regulations specifying requirements to provide closed captions for its programming. FCC licensees are, in general, responsible for the content of their broadcast programming, including that supplied by television networks.  Accordingly, there is a risk of being fined as a result of our broadcast programming, including network programming.
On October 24, 2017, the FCC approved the elimination of the main studio rule, which required each broadcast television, FM radio, and AM radio licensee to have a main studio staffed with at least two employees located in or near its station’s local community.  The elimination of the main studio rule became effective on January 8, 2018.
Pending Matters
Congress and the FCC have under consideration, and in the future may consider and adopt, new laws, regulations, and policies regarding a wide variety of matters that could affect, directly or indirectly, the operation, ownership, and profitability of our broadcast stations, result in the loss of audience share and advertising revenues for our broadcast stations, and affect our ability to acquire additional broadcast stations or finance such acquisitions.
On November 16, 2017, the FCC adopted a Report and Order and Further Notice of Proposed Rulemaking authorizing the voluntary deployment of ATSC 3.0 and adopting rules to afford broadcasters flexibility to deploy ATSC 3.0 based transmissions while minimizing impact on consumers and industry stakeholders and seeking comment on certain additional matters. The Report and Order took effect on March 5, 2018, except for certain rules that required approval from the Office of Management and Budget which became effective on July 17, 2018. The public comment period for the proposed rulemaking closed on March 20, 2018, and the rulemaking remains pending.
Other matters that could affect our broadcast properties include technological innovations and developments generally affecting competition in the mass communications industry, such as direct television broadcast satellite service, Class A television service, the continued establishment of wireless cable systems and low power television stations, digital television technologies, the internet and mobility, and portability of our broadcast signal to hand-held devices.
